PMID,cell_type,marker_genes,species,tissue_type,DB_name
34176785,Glu4c neuron,GDNF,human,hindbrain|dvc|brain,MarkerGeneBERT
34176785,Glu4a neuron,Tox,human,hindbrain|dvc|brain,MarkerGeneBERT
34176785,Glu4a neuron,Slc6a2,human,hindbrain|dvc|brain,MarkerGeneBERT
34176785,Glu4c neuron,Gfral,human,hindbrain|dvc|brain,MarkerGeneBERT
34176785,Glu4c neuron,GDNF,human,hindbrain|dvc|brain,MarkerGeneBERT
34176785,GABAergic neuron,Pax5,human,hindbrain|dvc|brain,MarkerGeneBERT
34176785,GABAergic neuron,Pax5,human,hindbrain|dvc|brain,MarkerGeneBERT
34185421,B cell,IGLC3,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,IGHG4,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,IGHG1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,GC,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,MS4A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,CD163^lo macrophage,CXCL8,human,normal tissue|lymph node,MarkerGeneBERT
34185421,CD163^lo macrophage,IL1B,human,normal tissue|lymph node,MarkerGeneBERT
34185421,CD163^lo macrophage,CCL20,human,normal tissue|lymph node,MarkerGeneBERT
34185421,stromal cell,RGS5,human,normal tissue|lymph node,MarkerGeneBERT
34185421,NK cell,NKG7,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,PDGFRA,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,DCN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,KRT19,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,KRT17,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,CDH1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,EPCAM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,myeloid cell,LYZ,human,normal tissue|lymph node,MarkerGeneBERT
34185421,myeloid cell,CD14,human,normal tissue|lymph node,MarkerGeneBERT
34185421,myeloid cell,CD74,human,normal tissue|lymph node,MarkerGeneBERT
34185421,neuroendocrine cell,NHLH1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,neuroendocrine cell,INSM1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,neuroendocrine cell,EPCAM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,endothelial cell,PECAM1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,T cell,GZMB,human,normal tissue|lymph node,MarkerGeneBERT
34185421,T cell,CD3D,human,normal tissue|lymph node,MarkerGeneBERT
34185421,T cell,IL7R,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PSOTN+ fibroblast,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PSOTN+ fibroblast,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PSOTN+ fibroblast,ACTA2,human,normal tissue|lymph node,MarkerGeneBERT
34185421,mast cell,MS4A2,human,normal tissue|lymph node,MarkerGeneBERT
34185421,mast cell,CPA3,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,CD19,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,JCHAIN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,CD79A,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,MS4A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,naïve CD4 + T cell,CD4,human,normal tissue|lymph node,MarkerGeneBERT
34185421,NK cell,NKG7,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,PDGFRA,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,DCN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,KRT19,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,KRT17,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,CDH1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,epithelial cell,EPCAM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,myeloid cell,LYZ,human,normal tissue|lymph node,MarkerGeneBERT
34185421,myeloid cell,CD14,human,normal tissue|lymph node,MarkerGeneBERT
34185421,myeloid cell,CD74,human,normal tissue|lymph node,MarkerGeneBERT
34185421,neuroendocrine cell,NHLH1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,neuroendocrine cell,INSM1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,neuroendocrine cell,EPCAM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,endothelial cell,PECAM1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,T cell,GZMB,human,normal tissue|lymph node,MarkerGeneBERT
34185421,T cell,CD3D,human,normal tissue|lymph node,MarkerGeneBERT
34185421,T cell,IL7R,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PSOTN+ fibroblast,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PSOTN+ fibroblast,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PSOTN+ fibroblast,ACTA2,human,normal tissue|lymph node,MarkerGeneBERT
34185421,mast cell,MS4A2,human,normal tissue|lymph node,MarkerGeneBERT
34185421,mast cell,CPA3,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,CD19,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,JCHAIN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,CD79A,human,normal tissue|lymph node,MarkerGeneBERT
34185421,B cell,MS4A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,PDGFRA,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,DCN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,PDGFRA,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,DCN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,PDGFRA,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,DCN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,PDGFRA+ fibroblast,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,PDGFRA,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,LUM,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,DCN,human,normal tissue|lymph node,MarkerGeneBERT
34185421,S6A,COL1A1,human,normal tissue|lymph node,MarkerGeneBERT
34193281,megakaryocyte,CD38,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,Progenitor cell,PECAM1,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,Cell population,CD36,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,Cell population,ITGAX,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,dendritic cell,CD36,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,monocyte,CD36,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,dendritic cell,ITGAX,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,monocyte,ITGAX,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,IL3R1,CD36,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34193281,IL3R1,ITGAX,human,blood|fetal blood|umbilical cord blood,MarkerGeneBERT
34198967,ESC,Klf4,human,carcinoma,MarkerGeneBERT
34198967,ESC,Nanog,human,carcinoma,MarkerGeneBERT
34198967,ESC,Sox2,human,carcinoma,MarkerGeneBERT
34202032,B lymphocyte marker,CD22,human,peripheral blood|blood,MarkerGeneBERT
34202032,B lymphocyte marker,MS4A1,human,peripheral blood|blood,MarkerGeneBERT
34202032,B lymphocyte marker,CD19,human,peripheral blood|blood,MarkerGeneBERT
34202032,B cell,FCRLA,human,peripheral blood|blood,MarkerGeneBERT
34202032,B cell,TNFRSF13C,human,peripheral blood|blood,MarkerGeneBERT
34210153,macrophage,CD163,human,oral mucosa|mucosa,MarkerGeneBERT
34210153,macrophage,CD80,human,oral mucosa|mucosa,MarkerGeneBERT
34212522,endothelial cell,PECAM1,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,VCT,PAPPA2,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,VCT,CYP19A1,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,VCT,CGA,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,VCT,PARP1,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,EVT,PAPPA2,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,EVT,CYP19A1,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,EVT,CGA,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34212522,EVT,PARP1,human,placenta|villi cytotrophoblast|syncytiotrophoblast|extravillous trophoblast,MarkerGeneBERT
34217893,iHep,AFP,human,p42|endoderm,MarkerGeneBERT
34217893,syngeneic line,AFP,human,p42|endoderm,MarkerGeneBERT
34217893,fetal hepatocyte,AFP,human,p42|endoderm,MarkerGeneBERT
34225749,bronchoalveolar cell,CD68,human,alveolar|lung,MarkerGeneBERT
34225749,M1 macrophage,CD68,human,alveolar|lung,MarkerGeneBERT
34225749,M1 macrophage,CD68,human,alveolar|lung,MarkerGeneBERT
34225769,ESC,Gata1,human,embryo|liver|umap,MarkerGeneBERT
34225769,embryonic stem cell,Gata1,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Plek,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Mpl,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Pf4,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Gp5,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocytic,Myb,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocytic,Gata2,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocytic,Kit,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Plek,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Mpl,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Pf4,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocyte,Gp5,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocytic,Myb,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocytic,Gata2,human,embryo|liver|umap,MarkerGeneBERT
34225769,megakaryocytic,Kit,human,embryo|liver|umap,MarkerGeneBERT
34226941,Treg cell,TNFRSF4,human,breast|breast cancer,MarkerGeneBERT
34226941,Treg cell,TNFRSF4,human,breast|breast cancer,MarkerGeneBERT
34228647,EC,LAMC1,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,LAMA4,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,LAMB1,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,PXDN,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,COL4A2,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,COL4A1,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,PLVAP,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,sprouting EC,APLN,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,NET1,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,SPARCL1,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,ATP10A,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,DEGS2,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228647,EC,TSC22D1,human,brain|glioblastoma|lung|peripheral tissue,MarkerGeneBERT
34228902,PTEC,ALDOB,human,kidney,MarkerGeneBERT
34228902,PTEC,LRP2,human,kidney,MarkerGeneBERT
34228902,PT‐3 cell,PEPD,human,kidney,MarkerGeneBERT
34232078,FLP,HIS,human,not detect,MarkerGeneBERT
34234139,tuft cell,Trpm5,human,peripheral blood|cortex,MarkerGeneBERT
34234139,tuft cell,Dclk1,human,peripheral blood|cortex,MarkerGeneBERT
34234139,erythrocyte,Alas2,human,peripheral blood|cortex,MarkerGeneBERT
34234139,lymphocyte,CD74,human,peripheral blood|cortex,MarkerGeneBERT
34234139,lymphocyte,CD68,human,peripheral blood|cortex,MarkerGeneBERT
34234139,lymphocyte,CD52,human,peripheral blood|cortex,MarkerGeneBERT
34234139,lymphocyte,CD4,human,peripheral blood|cortex,MarkerGeneBERT
34234139,lymphocyte,CD14,human,peripheral blood|cortex,MarkerGeneBERT
34238352,myofibroblast,MYH11,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CD1A,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CD1C,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CLEC9A,human,tube|stroma,MarkerGeneBERT
34238352,Dendritic cell,CD1A,human,tube|stroma,MarkerGeneBERT
34238352,Dendritic cell,CD1C,human,tube|stroma,MarkerGeneBERT
34238352,Dendritic cell,CLEC9A,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CD207,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CD1A,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CD1C,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CLEC9A,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CXCR3,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,LILRA4,human,tube|stroma,MarkerGeneBERT
34238352,fibroblast,S100A4,human,tube|stroma,MarkerGeneBERT
34238352,plasma cell,SDC1,human,tube|stroma,MarkerGeneBERT
34238352,plasma cell,CD38,human,tube|stroma,MarkerGeneBERT
34238352,plasma cell,CD27,human,tube|stroma,MarkerGeneBERT
34238352,B cell,IGKC,human,tube|stroma,MarkerGeneBERT
34238352,B cell,IGHG3,human,tube|stroma,MarkerGeneBERT
34238352,B cell,CD79A,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,AIF1,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,LYZ,human,tube|stroma,MarkerGeneBERT
34238352,myeloid cell,CD68,human,tube|stroma,MarkerGeneBERT
34238352,endothelial cell,VWF,human,tube|stroma,MarkerGeneBERT
34238352,endothelial cell,PECAM1,human,tube|stroma,MarkerGeneBERT
34238352,endothelial cell,CLDN5,human,tube|stroma,MarkerGeneBERT
34238352,dendritic cell,CLEC9A,human,tube|stroma,MarkerGeneBERT
34238352,dendritic cell,CD1A,human,tube|stroma,MarkerGeneBERT
34238352,dendritic cell,CD1C,human,tube|stroma,MarkerGeneBERT
34238352,epithelial cancer cell,CD24,human,tube|stroma,MarkerGeneBERT
34238352,epithelial cancer cell,PAX8,human,tube|stroma,MarkerGeneBERT
34238352,epithelial cancer cell,EPCAM,human,tube|stroma,MarkerGeneBERT
34238352,T cell,CD3E,human,tube|stroma,MarkerGeneBERT
34238352,T cell,CD3D,human,tube|stroma,MarkerGeneBERT
34238352,fibroblast,BGN,human,tube|stroma,MarkerGeneBERT
34238352,fibroblast,COL1A2,human,tube|stroma,MarkerGeneBERT
34238352,fibroblast,COL1A1,human,tube|stroma,MarkerGeneBERT
34238352,ovarian stroma cell,DLK1,human,tube|stroma,MarkerGeneBERT
34238352,ovarian stroma cell,FOXL2,human,tube|stroma,MarkerGeneBERT
34238352,ovarian stroma cell,STAR,human,tube|stroma,MarkerGeneBERT
34238352,epithelial,EPCAM,human,tube|stroma,MarkerGeneBERT
34239034,erythrocyte,MS4A1,human,peripheral blood,MarkerGeneBERT
34239034,erythrocyte,PPBP,human,peripheral blood,MarkerGeneBERT
34239034,erythrocyte,KLRD1,human,peripheral blood,MarkerGeneBERT
34239034,erythrocyte,HBB,human,peripheral blood,MarkerGeneBERT
34239034,erythrocyte,CD6,human,peripheral blood,MarkerGeneBERT
34239034,erythrocyte,CD68,human,peripheral blood,MarkerGeneBERT
34239034,platelet,MS4A1,human,peripheral blood,MarkerGeneBERT
34239034,platelet,PPBP,human,peripheral blood,MarkerGeneBERT
34239034,platelet,KLRD1,human,peripheral blood,MarkerGeneBERT
34239034,platelet,HBB,human,peripheral blood,MarkerGeneBERT
34239034,platelet,CD6,human,peripheral blood,MarkerGeneBERT
34239034,platelet,CD68,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,MS4A1,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,PPBP,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,KLRD1,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,HBB,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,CD6,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,CD68,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,GLUT1,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,SLC2A1,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,TPPP3,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,KRT7,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,CD3D,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,KLRD1,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,FCGR3B,human,peripheral blood,MarkerGeneBERT
34239034,immune cell,CD68,human,peripheral blood,MarkerGeneBERT
34239116,pancreatic cancer cell line,FLNB,human,pancrea|pancreatic,MarkerGeneBERT
34239116,pancreatic cancer cell line,FLNB,human,pancrea|pancreatic,MarkerGeneBERT
34239116,hepatocyte nuclear factor 1 homeobox,HNF1B,human,pancrea|pancreatic,MarkerGeneBERT
34239116,endocrine cell,SOX2,human,pancrea|pancreatic,MarkerGeneBERT
34239116,epithelial ductal marker,CDH1,human,pancrea|pancreatic,MarkerGeneBERT
34239116,epithelial ductal marker,AQP5,human,pancrea|pancreatic,MarkerGeneBERT
34239116,epithelial ductal marker,KRT19,human,pancrea|pancreatic,MarkerGeneBERT
34239116,epithelial ductal marker,SOX9,human,pancrea|pancreatic,MarkerGeneBERT
34239116,tubular duct-like tissue,CDH1,human,pancrea|pancreatic,MarkerGeneBERT
34239116,tubular duct-like tissue,AQP5,human,pancrea|pancreatic,MarkerGeneBERT
34239116,tubular duct-like tissue,KRT19,human,pancrea|pancreatic,MarkerGeneBERT
34239116,tubular duct-like tissue,SOX9,human,pancrea|pancreatic,MarkerGeneBERT
34239116,ductal epithelial marker,S100A14,human,pancrea|pancreatic,MarkerGeneBERT
34239116,ductal epithelial marker,CLDN1,human,pancrea|pancreatic,MarkerGeneBERT
34244616,CD8 + T cell,CD8B,human,worm neuron|kidney,MarkerGeneBERT
34244616,CD8 + T cell,CD8A,human,worm neuron|kidney,MarkerGeneBERT
34244616,CD8 + T cell,CD8B,human,worm neuron|kidney,MarkerGeneBERT
34244616,CD8 + T cell,CD8A,human,worm neuron|kidney,MarkerGeneBERT
34256845,macrophage,Lyz2,human,lung|pulmonary,MarkerGeneBERT
34256845,macrophage,Cd68,human,lung|pulmonary,MarkerGeneBERT
34256845,macrophage,Adgre1,human,lung|pulmonary,MarkerGeneBERT
34256845,T cell,Cd3e,human,lung|pulmonary,MarkerGeneBERT
34256845,T cell,Cd3d,human,lung|pulmonary,MarkerGeneBERT
34256845,T cell,Trbc2,human,lung|pulmonary,MarkerGeneBERT
34256845,B cell,Ighm,human,lung|pulmonary,MarkerGeneBERT
34256845,B cell,Igkc,human,lung|pulmonary,MarkerGeneBERT
34256845,T cell,Cd3e,human,lung|pulmonary,MarkerGeneBERT
34256845,T cell,Cd3d,human,lung|pulmonary,MarkerGeneBERT
34256845,T cell,Trbc2,human,lung|pulmonary,MarkerGeneBERT
34256845,B cell,Ighm,human,lung|pulmonary,MarkerGeneBERT
34256845,B cell,Igkc,human,lung|pulmonary,MarkerGeneBERT
34256845,hucMSC,CD34,human,lung|pulmonary,MarkerGeneBERT
34256845,hucMSC,MSC,human,lung|pulmonary,MarkerGeneBERT
34269788,SMA,CD163,human,intestinal tissue|intestinal mucosa|mucosa,MarkerGeneBERT
34269788,SMA,CD163,human,intestinal tissue|intestinal mucosa|mucosa,MarkerGeneBERT
34272370,plasma cell,PRDM1,human,renal|tonsil,MarkerGeneBERT
34272370,Bin cell,GC,human,renal|tonsil,MarkerGeneBERT
34272370,Bin cell,CCR6,human,renal|tonsil,MarkerGeneBERT
34272370,low-affinity GC memory B cell precursor,CCR6,human,renal|tonsil,MarkerGeneBERT
34282213,endothelial cell,PAH,human,lung|pulmonary artery,MarkerGeneBERT
34282213,endothelial cell,PAH,human,lung|pulmonary artery,MarkerGeneBERT
34283835,SVF fibroblastic population,APOD,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,LUM,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,ASC population,APOD,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,T23,LUM,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,mesenchymal cell,LUM,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,ASC,DPT,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,ASC,CXCL12,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,ASC,APOD,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,ASC population,APOD,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,LUM,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,DCN,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,LUM,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,DCN,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,LUM,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,DCN,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
34283835,fibroblastic,DCN,human,adipose tissue|lung cancer|breast cancer,MarkerGeneBERT
